normalized_street,normalized_cross,street,cross,query,status,match_count,matching_intersection_full,lng,lat,request_ms,attempts,http_status,error,fetched_at
south street,arborway,South St,Arborway,South St and Arborway,ok,3,"South St & Arborway, Jamaica Plain, MA 02130",-71.114499000001,42.301440000003,436,1,200,,2026-06-04T18:50:15.081Z
south street,archdale road,South St,Archdale Rd,South St and Archdale Rd,ok,1,"South St & Archdale Rd, Jamaica Plain, MA 02131",-71.122905000001,42.293628000003,422,1,200,,2026-06-04T18:50:16.269Z
south street,centre street,South St,Centre St,South St and Centre St,ok,3,"South St & Centre St, Jamaica Plain, MA 02130",-71.115543000001,42.309315000003,393,1,200,,2026-06-04T18:50:17.438Z
south street,chestnut hill avenue,South St,Chestnut Hill Ave,South St and Chestnut Hill Ave,ok,2,"South St & Chestnut Hill Ave, Brighton, MA 02135",-71.155705500001,42.340248000003,306,1,200,,2026-06-04T18:50:18.550Z
south street,commonwealth avenue,South St,Commonwealth Ave,South St and Commonwealth Ave,ok,1,"South St & Commonwealth Ave, Brighton, MA 02135",-71.157852000001,42.339528000003,285,1,200,,2026-06-04T18:50:19.731Z
south street,essex street,South St,Essex St,South St and Essex St,ok,1,"South St & Essex St, Leather District, MA 02111",-71.057160000001,42.352083000003,351,1,200,,2026-06-04T18:50:20.997Z
south street,kneeland street,South St,Kneeland St,South St and Kneeland St,ok,1,"South St & Kneeland St, Leather District, MA 02111",-71.057655000001,42.349671000003,327,1,200,,2026-06-04T18:50:22.174Z
south street,washington street,South St,Washington St,South St and Washington St,ok,4,"South St & Washington St, Jamaica Plain, MA 02130",-71.114544000001,42.300999000003,584,1,200,,2026-06-04T18:50:23.632Z
south sydney street,bay street,South Sydney St,Bay St,South Sydney St and Bay St,ok,1,"S Sydney St & Bay St, Dorchester, MA 02125",-71.054091000001,42.310638000003,462,1,200,,2026-06-04T18:50:24.712Z
south sydney street,savin hill avenue,South Sydney St,Savin Hill Ave,South Sydney St and Savin Hill Ave,ok,1,"S Sydney St & Savin Hill Ave, Dorchester, MA 02125",-71.053677000001,42.311601000003,804,1,200,,2026-06-04T18:50:26.256Z
southampton street,dorchester avenue,Southampton St,Dorchester Ave,Southampton St and Dorchester Ave,ok,1,"Southampton St & Dorchester Ave, South Boston, MA 02127",-71.057011500001,42.329511000003,389,1,200,,2026-06-04T18:50:27.043Z
southampton street,massachusetts avenue,Southampton St,Massachusetts Ave,Southampton St and Massachusetts Ave,ok,2,"Southampton St & Massachusetts Ave, South Boston, MA 02118",-71.072023500001,42.332616000003,345,1,200,,2026-06-04T18:50:28.198Z
southern avenue,new england avenue,Southern Ave,New England Ave,Southern Ave and New England Ave,ok,1,"Southern Ave & New England Ave, Dorchester, MA 02124",-71.078305500001,42.289425000003,272,1,200,,2026-06-04T18:50:29.325Z
southern avenue,washington street,Southern Ave,Washington St,Southern Ave and Washington St,ok,1,"Southern Ave & Washington St, Dorchester, MA 02124",-71.071686000001,42.290964000003,422,1,200,,2026-06-04T18:50:30.677Z
southmere road,ledgebrook road,Southmere Rd,Ledgebrook Rd,Southmere Rd and Ledgebrook Rd,ok,1,"Southmere Rd & Ledgebrook Rd, Mattapan, MA 02126",-71.083453500001,42.270300000003,280,1,200,,2026-06-04T18:50:31.736Z
southmere road,river street,Southmere Rd,River St,Southmere Rd and River St,ok,1,"Southmere Rd & River St, Mattapan, MA 02126",-71.085177000001,42.270993000003,260,1,200,,2026-06-04T18:50:32.916Z
southwood street,blue hill avenue,Southwood St,Blue Hill Ave,Southwood St and Blue Hill Ave,ok,1,"Southwood St & Blue Hill Ave, Roxbury, MA 02119",-71.077923000001,42.317739000003,324,1,200,,2026-06-04T18:50:34.181Z
southwood street,edgewood street,Southwood St,Edgewood St,Southwood St and Edgewood St,ok,1,"Southwood St & Edgewood St, Roxbury, MA 02119",-71.079687000001,42.318117000003,305,1,200,,2026-06-04T18:50:35.362Z
spalding street,rosemary street,Spalding St,Rosemary St,Spalding St and Rosemary St,ok,1,"Spalding St & Rosemary St, Jamaica Plain, MA 02130",-71.112802500001,42.304212000003,263,1,200,,2026-06-04T18:50:36.521Z
spalding street,south street,Spalding St,South St,Spalding St and South St,ok,1,"Spalding St & South St, Jamaica Plain, MA 02130",-71.114688000001,42.303636000003,328,1,200,,2026-06-04T18:50:37.788Z
speedwell street,hamilton street,Speedwell St,Hamilton St,Speedwell St and Hamilton St,ok,1,"Speedwell St & Hamilton St, Dorchester, MA 02122",-71.065773000001,42.304554000003,302,1,200,,2026-06-04T18:50:38.963Z
speedwell street,topliff street,Speedwell St,Topliff St,Speedwell St and Topliff St,ok,1,"Speedwell St & Topliff St, Dorchester, MA 02122",-71.068428000001,42.303861000003,269,1,200,,2026-06-04T18:50:40.130Z
spencer street,park street,Spencer St,Park St,Spencer St and Park St,ok,1,"Spencer St & Park St, Dorchester, MA 02124",-71.076433500001,42.294762000003,282,1,200,,2026-06-04T18:50:41.344Z
spencer street,talbot avenue,Spencer St,Talbot Ave,Spencer St and Talbot Ave,ok,1,"Spencer St & Talbot Ave, Dorchester, MA 02124",-71.075151000001,42.291153000003,334,1,200,,2026-06-04T18:50:42.595Z
spice street,cambridge street,Spice St,Cambridge St,Spice St and Cambridge St,ok,1,"Spice St & Cambridge St, Charlestown, MA 02129",-71.075367000001,42.383574000003,317,1,200,,2026-06-04T18:50:43.780Z
spice street,hood park drive,Spice St,Hood Park Dr,Spice St and Hood Park Dr,no_match,0,,,,133,1,200,,2026-06-04T18:50:44.797Z
spofford road,commonwealth avenue,Spofford Rd,Commonwealth Ave,Spofford Rd and Commonwealth Ave,ok,1,"Spofford Rd & Commonwealth Ave, Allston, MA 02134",-71.132994000001,42.349617000003,348,1,200,,2026-06-04T18:50:46.213Z
spofford road,glenville avenue,Spofford Rd,Glenville Ave,Spofford Rd and Glenville Ave,ok,1,"Spofford Rd & Glenville Ave, Allston, MA 02134",-71.133480000001,42.350202000003,598,1,200,,2026-06-04T18:50:47.664Z
spring garden street,crescent avenue,Spring Garden St,Crescent Ave,Spring Garden St and Crescent Ave,ok,1,"Spring Garden St & Crescent Ave, Dorchester, MA 02125",-71.053258500001,42.319026000003,305,1,200,,2026-06-04T18:50:48.571Z
spring garden street,harborview street,Spring Garden St,Harborview St,Spring Garden St and Harborview St,ok,1,"Spring Garden St & Harbor View St, Dorchester, MA 02125",-71.053330500001,42.316992000003,328,1,200,,2026-06-04T18:50:49.795Z
springer street,east eighth street,Springer St,East Eighth St,Springer St and East Eighth St,ok,1,"Springer St & E Eighth St, South Boston, MA 02127",-71.040852000001,42.331383000003,635,1,200,,2026-06-04T18:50:51.302Z
springer street,east seventh street,Springer St,East Seventh St,Springer St and East Seventh St,ok,1,"Springer St & E Seventh St, South Boston, MA 02127",-71.040874500001,42.332211000003,280,1,200,,2026-06-04T18:50:52.149Z
spruce street,beacon street,Spruce St,Beacon St,Spruce St and Beacon St,ok,1,"Spruce St & Beacon St, Beacon Hill, MA 02108",-71.067613500001,42.356583000003,292,1,200,,2026-06-04T18:50:53.361Z
spruce street,chestnut street,Spruce St,Chestnut St,Spruce St and Chestnut St,ok,1,"Spruce St & Chestnut St, Beacon Hill, MA 02108",-71.067946500001,42.357447000003,330,1,200,,2026-06-04T18:50:54.602Z
stafford street,blue hill avenue,Stafford St,Blue Hill Ave,Stafford St and Blue Hill Ave,ok,1,"Stafford St & Blue Hill Ave, Roxbury, MA 02119",-71.077086000001,42.322266000003,283,1,200,,2026-06-04T18:50:55.756Z
stafford street,dennis street,Stafford St,Dennis St,Stafford St and Dennis St,ok,1,"Stafford St & Dennis St, Roxbury, MA 02119",-71.075979000001,42.321879000003,314,1,200,,2026-06-04T18:50:56.988Z
standard street,woodbole avenue,Standard St,Woodbole Ave,Standard St and Woodbole Ave,ok,2,"Standard St & Woodbole Ave, Mattapan, MA 02126",-71.080483500001,42.275556000003,303,1,200,,2026-06-04T18:50:58.178Z
standard street,woodgate street,Standard St,Woodgate St,Standard St and Woodgate St,ok,1,"Standard St & Woodgate St, Mattapan, MA 02126",-71.080483500001,42.275556000003,326,1,200,,2026-06-04T18:50:59.405Z
standish street,harvard street,Standish St,Harvard St,Standish St and Harvard St,ok,1,"Standish St & Harvard St, Dorchester, MA 02121",-71.079561000001,42.296580000003,270,1,200,,2026-06-04T18:51:00.547Z
standish street,west park street,Standish St,West Park St,Standish St and West Park St,ok,1,"Standish St & W Park St, Dorchester, MA 02124",-71.078724000001,42.294321000003,352,1,200,,2026-06-04T18:51:01.831Z
stanhope street,berkeley street,Stanhope St,Berkeley St,Stanhope St and Berkeley St,ok,1,"Stanhope St & Berkeley St, Back Bay, MA 02116",-71.072001000001,42.349131000003,283,1,200,,2026-06-04T18:51:02.962Z
stanhope street,cahners place,Stanhope St,Cahners Pl,Stanhope St and Cahners Pl,ok,1,"Stanhope St & Cahners Pl, Back Bay, MA 02116",-71.073112500001,42.348276000003,319,1,200,,2026-06-04T18:51:04.199Z
staniford street,cambridge street,Staniford St,Cambridge St,Staniford St and Cambridge St,ok,1,"Staniford St & Cambridge St, West End, MA 02114",-71.063757000001,42.361290000003,300,1,200,,2026-06-04T18:51:05.382Z
staniford street,causeway street,Staniford St,Causeway St,Staniford St and Causeway St,ok,1,"Staniford St & Causeway St, West End, MA 02114",-71.063482500001,42.364341000003,329,1,200,,2026-06-04T18:51:06.612Z
stanley street,bellevue street,Stanley St,Bellevue St,Stanley St and Bellevue St,ok,1,"Stanley St & Bellevue St, Dorchester, MA 02125",-71.067816000001,42.311646000003,400,1,200,,2026-06-04T18:51:07.883Z
stanley street,quincy street,Stanley St,Quincy St,Stanley St and Quincy St,ok,1,"Stanley St & Quincy St, Dorchester, MA 02125",-71.068720500001,42.310764000003,289,1,200,,2026-06-04T18:51:08.972Z
stanwood street,blue hill avenue,Stanwood St,Blue Hill Ave,Stanwood St and Blue Hill Ave,ok,1,"Stanwood St & Blue Hill Ave, Roxbury, MA 02121",-71.082018000001,42.310269000003,316,1,200,,2026-06-04T18:51:10.200Z
stanwood street,columbia road,Stanwood St,Columbia Rd,Stanwood St and Columbia Rd,ok,1,"Stanwood St & Columbia Rd, Dorchester, MA 02121",-71.076658500001,42.307110000003,340,1,200,,2026-06-04T18:51:11.424Z
state street,atlantic avenue,State St,Atlantic Ave,State St and Atlantic Ave,ok,1,"State St & Atlantic Ave, Downtown, MA 02110",-71.051805000001,42.359643000003,279,1,200,,2026-06-04T18:51:12.564Z
state street,congress street,State St,Congress St,State St and Congress St,ok,1,"State St & Congress St, Downtown, MA 02109",-71.056809000001,42.358869000003,268,1,200,,2026-06-04T18:51:13.753Z
state street,india street,State St,India St,State St and India St,ok,1,"State St & India St, Downtown, MA 02109",-71.054082000001,42.359274000003,305,1,200,,2026-06-04T18:51:14.991Z
state street,washington street,State St,Washington St,State St and Washington St,ok,1,"State St & Washington St, Downtown, MA 02108",-71.057799000001,42.358833000003,411,1,200,,2026-06-04T18:51:16.299Z
stedman street,williams street,Stedman St,Williams St,Stedman St and Williams St,ok,1,"Stedman St & Williams St, Jamaica Plain, MA 02130",-71.106196500001,42.305292000003,284,1,200,,2026-06-04T18:51:17.373Z
stellman road,fawndale road,Stellman Rd,Fawndale Rd,Stellman Rd and Fawndale Rd,ok,1,"Stellman Rd & Fawndale Rd, Roslindale, MA 02131",-71.121424500001,42.288867000003,645,1,200,,2026-06-04T18:51:18.936Z
stellman road,washington street,Stellman Rd,Washington St,Stellman Rd and Washington St,ok,1,"Stellman Rd & Washington St, Roslindale, MA 02131",-71.124655500001,42.289713000003,294,1,200,,2026-06-04T18:51:19.790Z
stillman street,end of street,Stillman St,End of Street,Stillman St and End of Street,no_match,0,,,,124,1,200,,2026-06-04T18:51:20.818Z
stillman street,salem,Stillman St,Salem,Stillman St and Salem,ok,1,"Stillman St & Salem St, North End, MA 02113",-71.055873000001,42.363603000003,429,1,200,,2026-06-04T18:51:22.322Z
stockton street,milton avenue,Stockton St,Milton Ave,Stockton St and Milton Ave,ok,1,"Stockton St & Milton Ave, Dorchester, MA 02124",-71.076096000001,42.282225000003,302,1,200,,2026-06-04T18:51:23.396Z
stockton street,washington street,Stockton St,Washington St,Stockton St and Washington St,ok,1,"Stockton St & Washington St, Dorchester, MA 02124",-71.071398000001,42.283107000003,290,1,200,,2026-06-04T18:51:24.586Z
stockwell street,frawley street,Stockwell St,Frawley St,Stockwell St and Frawley St,ok,1,"Stockwell St & Frawley St, Mission Hill, MA 02115",-71.107965000001,42.332400000003,354,1,200,,2026-06-04T18:51:25.851Z
stockwell street,wait street,Stockwell St,Wait St,Stockwell St and Wait St,ok,1,"Stockwell St & Wait St, Mission Hill, MA 02120",-71.106507000001,42.331941000003,802,1,200,,2026-06-04T18:51:27.501Z
stoneholm street,edgerly road,Stoneholm St,Edgerly Rd,Stoneholm St and Edgerly Rd,ok,1,"Stoneholm St & Edgerly Rd, Fenway, MA 02115",-71.087953500001,42.345882000003,499,1,200,,2026-06-04T18:51:28.399Z
stoneholm street,norway street,Stoneholm St,Norway St,Stoneholm St and Norway St,ok,1,"Stoneholm St & Norway St, Fenway, MA 02115",-71.088687000001,42.345297000003,320,1,200,,2026-06-04T18:51:29.420Z
stonehurst street,hamilton street,Stonehurst St,Hamilton St,Stonehurst St and Hamilton St,ok,1,"Stonehurst St & Hamilton St, Dorchester, MA 02122",-71.066358000001,42.305481000003,600,1,200,,2026-06-04T18:51:30.901Z
stonehurst street,topliff street,Stonehurst St,Topliff St,Stonehurst St and Topliff St,ok,1,"Stonehurst St & Topliff St, Dorchester, MA 02122",-71.068468500001,42.303987000003,311,1,200,,2026-06-04T18:51:31.812Z
story street,g street,Story St,G St,Story St and G St,ok,1,"Story St & G St, South Boston, MA 02127",-71.044182000001,42.333390000003,391,1,200,,2026-06-04T18:51:33.094Z
story street,h street,Story St,H St,Story St and H St,ok,1,"Story St & H St, South Boston, MA 02127",-71.041482000001,42.333444000003,341,1,200,,2026-06-04T18:51:34.246Z
stoughton street,columbia road,Stoughton St,Columbia Rd,Stoughton St and Columbia Rd,ok,1,"Stoughton St & Columbia Rd, Dorchester, MA 02125",-71.065215000001,42.317064000003,327,1,200,,2026-06-04T18:51:35.432Z
stoughton street,pleasant street,Stoughton St,Pleasant St,Stoughton St and Pleasant St,ok,1,"Stoughton St & Pleasant St, Dorchester, MA 02125",-71.060031000001,42.314634000003,313,1,200,,2026-06-04T18:51:36.619Z
stow road,tiverton road,Stow Rd,Tiverton Rd,Stow Rd and Tiverton Rd,ok,1,"Stow Rd & Tiverton Rd, Mattapan, MA 02126",-71.082211500001,42.278958000003,363,1,200,,2026-06-04T18:51:37.871Z
strathcona road,brinsley street,Strathcona Rd,Brinsley St,Strathcona Rd and Brinsley St,ok,1,"Strathcona Rd & Brinsley St, Dorchester, MA 02121",-71.078652000001,42.305499000003,340,1,200,,2026-06-04T18:51:39.048Z
strathcona road,washington street,Strathcona Rd,Washington St,Strathcona Rd and Washington St,ok,1,"Strathcona Rd & Washington St, Dorchester, MA 02121",-71.079921000001,42.304905000003,642,1,200,,2026-06-04T18:51:40.552Z
strathmore road,brookline town line,Strathmore Rd,Brookline Town Line,Strathmore Rd and Brookline Town Line,no_match,0,,,,340,1,200,,2026-06-04T18:51:41.451Z
strathmore road,chestnut hill avenue,Strathmore Rd,Chestnut Hill Ave,Strathmore Rd and Chestnut Hill Ave,ok,1,"Strathmore Rd & Chestnut Hill Ave, Brighton, MA 02135",-71.155246500001,42.340464000003,416,1,200,,2026-06-04T18:51:42.728Z
strathmore road,commonwealth avenue,Strathmore Rd,Commonwealth Ave,Strathmore Rd and Commonwealth Ave,ok,2,"Strathmore Rd & Commonwealth Ave, Brighton, MA 02135",-71.152591500001,42.338916000003,548,1,200,,2026-06-04T18:51:44.061Z
strathmore road,sutherland road,Strathmore Rd,Sutherland Rd,Strathmore Rd and Sutherland Rd,ok,1,"Strathmore Rd & Sutherland Rd, Brighton, MA 02135",-71.149279500001,42.338637000003,514,1,200,,2026-06-04T18:51:45.228Z
stratton street,ames street,Stratton St,Ames St,Stratton St and Ames St,ok,1,"Stratton St & Ames St, Dorchester, MA 02124",-71.083777500001,42.289866000003,313,1,200,,2026-06-04T18:51:46.229Z
stratton street,westview street,Stratton St,Westview St,Stratton St and Westview St,ok,1,"Stratton St & Westview St, Dorchester, MA 02124",-71.088849000001,42.291135000003,475,1,200,,2026-06-04T18:51:47.593Z
street albans road,francis street,St Albans Rd,Francis St,St Albans Rd and Francis St,ok,1,"Saint Albans Rd & Francis St, Mission Hill, MA 02115",-71.106106500001,42.334947000003,334,1,200,,2026-06-04T18:51:48.651Z
street albans road,huntington avenue,St Albans Rd,Huntington Ave,St Albans Rd and Huntington Ave,ok,1,"Saint Albans Rd & Huntington Ave, Mission Hill, MA 02115",-71.107065000001,42.333273000003,329,1,200,,2026-06-04T18:51:49.849Z
street alphonsus street,calumet street,St Alphonsus St,Calumet St,St Alphonsus St and Calumet St,ok,1,"Saint Alphonsus St & Calumet St, Mission Hill, MA 02120",-71.102938500001,42.330870000003,350,1,200,,2026-06-04T18:51:51.070Z
street alphonsus street,tremont street,St Alphonsus St,Tremont St,St Alphonsus St and Tremont St,ok,1,"Saint Alphonsus St & Tremont St, Mission Hill, MA 02120",-71.101323000001,42.332967000003,329,1,200,,2026-06-04T18:51:52.250Z
street alphonsus street,ward street,St Alphonsus St,Ward St,St Alphonsus St and Ward St,ok,1,"Saint Alphonsus St & Ward St, Mission Hill, MA 02120",-71.099275500001,42.336009000003,330,1,200,,2026-06-04T18:51:53.451Z
street botolph street,harcourt street,St Botolph St,Harcourt St,St Botolph St and Harcourt St,ok,1,"Saint Botolph St & Harcourt St, Back Bay, MA 02116",-71.078985000001,42.346404000003,292,1,200,,2026-06-04T18:51:54.615Z
street botolph street,massachusetts avenue,St Botolph St,Massachusetts Ave,St Botolph St and Massachusetts Ave,ok,1,"Saint Botolph St & Massachusetts Ave, Back Bay, MA 02115",-71.084070000001,42.342192000003,324,1,200,,2026-06-04T18:51:55.847Z
street cecelia street,belvidere street,St Cecelia St,Belvidere St,St Cecelia St and Belvidere St,ok,1,"Saint Cecilia St & Belvidere St, Back Bay, MA 02115",-71.086684500001,42.346413000003,292,1,200,,2026-06-04T18:51:57.019Z
street cecelia street,boylston street,St Cecelia St,Boylston St,St Cecelia St and Boylston St,ok,1,"Saint Cecilia St & Boylston St, Back Bay, MA 02115",-71.086788000001,42.347619000003,368,1,200,,2026-06-04T18:51:58.294Z
street charles street,chandler street,St Charles St,Chandler St,St Charles St and Chandler St,ok,1,"Saint Charles St & Chandler St, South End, MA 02116",-71.071821000001,42.346755000003,295,1,200,,2026-06-04T18:51:59.419Z
street george street,east brookline street,St George St,East Brookline St,St George St and East Brookline St,ok,1,"Saint George St & E Brookline St, South End, MA 02118",-71.071551000001,42.338835000003,270,1,200,,2026-06-04T18:52:00.596Z
street george street,east newton street,St George St,East Newton St,St George St and East Newton St,ok,1,"Saint George St & E Newton St, South End, MA 02118",-71.072653500001,42.338079000003,297,1,200,,2026-06-04T18:52:01.823Z
street james avenue,arlington street,St James Ave,Arlington St,St James Ave and Arlington St,ok,1,"Saint James Ave & Arlington St, Downtown, MA 02116",-71.070295500001,42.351102000003,650,1,200,,2026-06-04T18:52:03.377Z
street james avenue,huntington avenue,St James Ave,Huntington Ave,St James Ave and Huntington Ave,ok,1,"Saint James Ave & Huntington Ave, Back Bay, MA 02116",-71.076901500001,42.349293000003,332,1,200,,2026-06-04T18:52:04.261Z
street james street,warren street,St James St,Warren St,St James St and Warren St,ok,1,"Saint James St & Warren St, Roxbury, MA 02119",-71.083467000001,42.325875000003,608,1,200,,2026-06-04T18:52:05.739Z
street james street,washington street,St James St,Washington St,St James St and Washington St,ok,1,"Saint James St & Washington St, Roxbury, MA 02119",-71.087292000001,42.327135000003,363,1,200,,2026-06-04T18:52:06.695Z
street lukes road,brighton avenue,St Lukes Rd,Brighton Av,St Lukes Rd and Brighton Av,ok,1,"Saint Lukes Rd & Brighton Ave, Allston, MA 02134",-71.126919000001,42.352335000003,462,1,200,,2026-06-04T18:52:07.996Z
street lukes road,commonwealth avenue,St Lukes Rd,Commonwealth Ave,St Lukes Rd and Commonwealth Ave,ok,1,"Saint Lukes Rd & Commonwealth Ave, Allston, MA 02134",-71.127319500001,42.350760000003,324,1,200,,2026-06-04T18:52:09.060Z
street mark's road,adams street,St Mark's Rd,Adams St,St Mark's Rd and Adams St,ok,1,"Saint Marks Rd & Adams St, Dorchester, MA 02122",-71.057344500001,42.292530000003,292,1,200,,2026-06-04T18:52:10.228Z
street mark's road,dorchester avenue,St Mark's Rd,Dorchester Ave,St Mark's Rd and Dorchester Ave,ok,1,"Saint Marks Rd & Dorchester Ave, Dorchester, MA 02124",-71.062812000001,42.291117000003,276,1,200,,2026-06-04T18:52:11.414Z
street martin street,bunker hill street,St Martin St,Bunker Hill St,St Martin St and Bunker Hill St,ok,1,"Saint Martin St & Bunker Hill St, Charlestown, MA 02129",-71.068639500001,42.381954000003,274,1,200,,2026-06-04T18:52:12.613Z
street martin street,medford street,St Martin St,Medford St,St Martin St and Medford St,ok,1,"Saint Martin St & Medford St, Charlestown, MA 02129",-71.067577500001,42.383313000003,504,1,200,,2026-06-04T18:52:14.044Z
street martin street,wellington place,St Martin St,Wellington Pl,St Martin St and Wellington Pl,ok,1,"Saint Martin St & Wellington Pl, Charlestown, MA 02129",-71.067906000001,42.382890000003,294,1,200,,2026-06-04T18:52:15.036Z
street peter street,boylston street,St Peter St,Boylston St,St Peter St and Boylston St,ok,1,"Saint Peter St & Boylston St, Jamaica Plain, MA 02130",-71.108446500001,42.318027000003,328,1,200,,2026-06-04T18:52:16.270Z
street peter street,paul gore street,St Peter St,Paul Gore St,St Peter St and Paul Gore St,ok,1,"Saint Peter St & Paul Gore St, Jamaica Plain, MA 02130",-71.107326000001,42.319197000003,275,1,200,,2026-06-04T18:52:17.417Z
street stephen street,massachusetts avenue,St Stephen St,Massachusetts Ave,St Stephen St and Massachusetts Ave,ok,1,"Saint Stephen St & Massachusetts Ave, Back Bay, MA 02115",-71.085771000001,42.343371000003,314,1,200,,2026-06-04T18:52:18.656Z
street stephen street,speare place,St Stephen St,Speare Pl,St Stephen St and Speare Pl,no_match,0,,,,175,1,200,,2026-06-04T18:52:19.717Z
street william street,auckland street,St William St,Auckland St,St William St and Auckland St,ok,1,"Saint William St & Auckland St, Dorchester, MA 02125",-71.055454500001,42.314697000003,370,1,200,,2026-06-04T18:52:21.114Z
street william street,dorchester avenue,St William St,Dorchester Ave,St William St and Dorchester Ave,ok,1,"Saint William St & Dorchester Ave, Dorchester, MA 02125",-71.056773000001,42.314922000003,370,1,200,,2026-06-04T18:52:22.316Z
stuart street,charles street south,Stuart St,Charles Street South,Stuart St and Charles Street South,ok,1,"Stuart St & Charles St S, Bay Village, MA 02116",-71.067046500001,42.350904000003,1272,1,200,,2026-06-04T18:52:24.417Z
stuart street,columbus avenue,Stuart St,Columbus Ave,Stuart St and Columbus Ave,ok,2,"Stuart St & Columbus Ave, Back Bay, MA 02116",-71.069899500001,42.350157000003,411,1,200,,2026-06-04T18:52:24.838Z
stuart street,washington street,Stuart St,Washington St,Stuart St and Washington St,ok,1,"Stuart St & Washington St, Downtown, MA 02116",-71.063014500001,42.350931000003,320,1,200,,2026-06-04T18:52:25.944Z
sturbridge street,river street,Sturbridge St,River St,Sturbridge St and River St,ok,1,"Sturbridge St & River St, Mattapan, MA 02126",-71.073841500001,42.271299000003,456,1,200,,2026-06-04T18:52:27.280Z
sturbridge street,sanford street,Sturbridge St,Sanford St,Sturbridge St and Sanford St,ok,1,"Sturbridge St & Sanford St, Mattapan, MA 02126",-71.074759500001,42.273486000003,453,1,200,,2026-06-04T18:52:28.478Z
sudan street,dorchester avenue,Sudan St,Dorchester Ave,Sudan St and Dorchester Ave,ok,1,"Sudan St & Dorchester Ave, Dorchester, MA 02125",-71.056701000001,42.316920000003,577,1,200,,2026-06-04T18:52:29.802Z
sudan street,sydney street,Sudan St,Sydney St,Sudan St and Sydney St,ok,1,"Sudan St & Sydney St, Dorchester, MA 02125",-71.052583500001,42.316236000003,322,1,200,,2026-06-04T18:52:30.748Z
sudbury street,blackstone street,Sudbury St,Blackstone St,Sudbury St and Blackstone St,no_match,0,,,,428,1,200,,2026-06-04T18:52:32.055Z
sudbury street,cambridge street,Sudbury St,Cambridge St,Sudbury St and Cambridge St,ok,2,"Sudbury St & Cambridge St, Downtown, MA 02108",-71.061241500001,42.360984000003,506,1,200,,2026-06-04T18:52:33.333Z
sullivan street,bunker hill street,Sullivan St,Bunker Hill St,Sullivan St and Bunker Hill St,ok,1,"Sullivan St & Bunker Hill St, Charlestown, MA 02129",-71.064490500001,42.379875000003,343,1,200,,2026-06-04T18:52:34.373Z
sullivan street,main street,Sullivan St,Main St,Sullivan St and Main St,ok,1,"Sullivan St & Main St, Charlestown, MA 02129",-71.067312000001,42.377760000003,268,1,200,,2026-06-04T18:52:35.498Z
summer street,dorchester avenue,Summer St,Dorchester Ave,Summer St and Dorchester Ave,ok,1,"Summer St & Dorchester Ave, Downtown, MA 02210",-71.052862500001,42.351390000003,311,1,200,,2026-06-04T18:52:36.742Z
summer street,elm street,Summer St,Elm St,Summer St and Elm St,ok,1,"Summer St & Elm St, Charlestown, MA 02129",-71.063847000001,42.377328000003,433,1,200,,2026-06-04T18:52:38.064Z
summer street,hawley street,Summer St,Hawley St,Summer St and Hawley St,ok,1,"Summer St & Hawley St, Downtown, MA 02110",-71.059765500001,42.354945000003,328,1,200,,2026-06-04T18:52:39.160Z
summer street,high street,Summer St,High St,Summer St and High St,ok,1,"Summer St & High St, Downtown, MA 02110",-71.056984500001,42.353271000003,341,1,200,,2026-06-04T18:52:40.373Z
summer street,kingston street,Summer St,Kingston St,Summer St and Kingston St,ok,1,"Summer St & Kingston St, Downtown, MA 02110",-71.058604500001,42.354090000003,467,1,200,,2026-06-04T18:52:41.701Z
summer street,l street,Summer St,L St,Summer St and L St,ok,1,"Summer St & L St, South Boston, MA 02127",-71.035474500001,42.337332000003,302,1,200,,2026-06-04T18:52:42.736Z
summer street,lincoln street,Summer St,Lincoln St,Summer St and Lincoln St,ok,2,"Summer St & Lincoln St, Downtown, MA 02110",-71.057848500001,42.353586000003,393,1,200,,2026-06-04T18:52:44.031Z
summer street,melcher street,Summer St,Melcher St,Summer St and Melcher St,ok,1,"Summer St & Melcher St, South Boston Waterfront, MA 02210",-71.050977000001,42.350499000003,735,1,200,,2026-06-04T18:52:45.571Z
summer street,purchase street,Summer St,Purchase St,Summer St and Purchase St,ok,1,"Summer St & Purchase St, Downtown, MA 02110",-71.056336500001,42.352893000003,332,1,200,,2026-06-04T18:52:46.369Z
summer street,school street,Summer St,School St,Summer St and School St,ok,1,"Summer St & School St, Charlestown, MA 02129",-71.064472500001,42.377715000003,281,1,200,,2026-06-04T18:52:47.519Z
summer street,summer street,Summer St,Summer St,Summer St and Summer St,ok,2,"Summer St & Summer Street Ct, Charlestown, MA 02129",-71.064207000001,42.377544000003,470,1,200,,2026-06-04T18:52:48.910Z
sumner street,east cottage street,Sumner St,East Cottage St,Sumner St and East Cottage St,ok,2,"Sumner St & E Cottage St, Dorchester, MA 02125",-71.060854500001,42.319908000003,637,1,200,,2026-06-04T18:52:50.276Z
sumner street,jeffries street,Sumner St,Jeffries St,Sumner St and Jeffries St,ok,1,"Sumner St & Jeffries St, East Boston, MA 02128",-71.029813500001,42.364575000003,339,1,200,,2026-06-04T18:52:51.181Z
sumner street,maverick square,Sumner St,Maverick Sq,Sumner St and Maverick Sq,ok,1,"Sumner St & Maverick Sq, East Boston, MA 02128",-71.039875500001,42.368940000003,369,1,200,,2026-06-04T18:52:52.412Z
